Chromosome	start	id	Nut.0h	Nut.1h	Nut.4h	Nut.7h	Nut.10h	Nut.24h
13	18600000	2517	1050000	0	0	0	1050000	0
13	18775000	2518	0	875000	875000	875000	0	875000
13	19650000	2519	351562	351562	351562	351562	351562	351562
13	20001562	2520	623438	785938	785938	1598438	785938	623438
13	20625000	2521	975000	0	0	0	0	975000
13	20787500	2522	0	812500	812500	0	812500	0
13	21600000	2523	700000	700000	700000	700000	700000	700000
13	22300000	2524	353125	1034375	353125	353125	353125	1034375
13	22653125	2525	681250	0	681250	681250	681250	0
13	23334375	2526	315625	315625	315625	315625	315625	315625
13	23650000	2527	1300000	1300000	1300000	1300000	1300000	1300000
13	24950000	2528	450000	800000	800000	800000	800000	5000000
13	25400000	2529	350000	0	0	0	0	0
13	25750000	2530	3750000	3750000	3750000	3750000	3750000	0
13	29500000	2531	600000	600000	600000	600000	600000	0
13	29950000	2532	0	0	0	0	0	1454687
13	30100000	2533	262500	262500	262500	262500	262500	0
13	30362500	2534	337500	1042187	1042187	1042187	1042187	0
13	30700000	2535	400000	0	0	0	0	0
13	31100000	2536	304687	0	0	0	0	0
13	31404687	2537	523438	523438	523438	523438	523438	395313
13	31800000	2538	0	0	0	0	0	400000
13	31928125	2539	821875	821875	821875	821875	821875	0
13	32200000	2540	0	0	0	0	0	550000
13	32350000	2541	0	0	0	0	0	0
13	32750000	2542	650000	650000	650000	650000	650000	650000
13	33400000	2543	456250	456250	706250	456250	456250	456250
13	33856250	2544	250000	250000	0	250000	250000	1543750
13	34106250	2545	537500	318750	537500	318750	318750	0
13	34425000	2546	0	218750	0	218750	218750	0
13	34643750	2547	228125	228125	228125	228125	228125	0
13	34871875	2548	1278125	325000	325000	325000	325000	0
13	35196875	2549	0	409375	409375	409375	409375	0
13	35400000	2550	0	0	0	0	0	600000
13	35606250	2551	0	253125	253125	253125	253125	0
13	35859375	2552	0	290625	1190625	1190625	290625	0
13	36000000	2553	0	0	0	0	0	1050000
13	36150000	2554	900000	900000	0	0	900000	0
13	37050000	2555	650000	650000	650000	650000	650000	650000
13	37700000	2556	1650000	1650000	1650000	1650000	1650000	1650000
13	39350000	2557	250000	250000	250000	250000	250000	250000
13	39600000	2558	375000	725000	725000	725000	375000	375000
13	39975000	2559	350000	0	0	0	350000	350000
13	40325000	2560	1700000	1700000	1700000	1700000	1700000	1700000
13	42025000	2561	1475000	3071875	1475000	1475000	1475000	1475000
13	43500000	2562	314062	0	925000	314062	314062	314062
13	43814062	2563	335938	0	0	610938	1282813	610938
13	44150000	2564	275000	0	0	0	0	0
13	44425000	2565	325000	0	193750	193750	0	925000
13	44618750	2566	0	0	478125	478125	0	0
13	44750000	2567	346875	0	0	0	0	0
13	44900000	2568	0	0	0	0	0	0
13	45096875	2569	253125	253125	253125	253125	253125	0
13	45350000	2570	450000	450000	450000	450000	450000	450000
13	45800000	2571	487500	487500	487500	487500	487500	487500
13	46287500	2572	962500	962500	962500	962500	962500	1612500
13	47100000	2573	0	0	0	0	0	0
13	47250000	2574	381250	381250	381250	381250	381250	0
13	47631250	2575	268750	268750	268750	268750	268750	0
13	47900000	2576	289062	289062	289062	289062	289062	289062
13	48189062	2577	332813	332813	332813	332813	332813	332813
13	48521875	2578	578125	728125	728125	728125	578125	1028125
13	48700000	2579	0	0	0	0	0	0
13	49100000	2580	450000	0	0	0	300000	0
13	49250000	2581	0	300000	300000	300000	0	0
13	49400000	2582	0	0	0	0	1400000	0
13	49550000	2583	400000	400000	400000	400000	0	400000
13	49950000	2584	300000	300000	300000	300000	0	300000
13	50250000	2585	550000	550000	550000	550000	0	550000
13	50800000	2586	1071875	1071875	1071875	1071875	1071875	1750000
13	51871875	2587	278125	278125	278125	278125	278125	0
13	52150000	2588	400000	400000	400000	400000	400000	0
13	52550000	2589	250000	250000	250000	250000	250000	250000
13	52800000	2590	473437	473437	473437	473437	473437	473437
13	53273437	2591	1676563	1676563	1676563	1676563	1676563	1676563
13	54950000	2592	700000	700000	700000	700000	700000	1071875
13	55650000	2593	371875	371875	371875	371875	371875	0
13	56021875	2594	778125	778125	778125	778125	778125	778125
13	56800000	2595	250000	1325000	1325000	1325000	1325000	1325000
13	57050000	2596	1075000	0	0	0	0	0
13	57350000	2597	0	0	0	0	0	0
13	58125000	2598	225000	225000	225000	225000	225000	450000
13	58350000	2599	225000	225000	225000	225000	225000	0
13	58575000	2600	1637500	1637500	1637500	1637500	1637500	3450000
13	60212500	2601	287500	287500	287500	287500	287500	0
13	60500000	2602	925000	1525000	1525000	1525000	925000	0
13	61425000	2603	600000	0	0	0	600000	0
13	61900000	2604	0	0	0	0	0	0
13	62025000	2605	718750	718750	718750	0	0	0
13	62743750	2606	0	0	0	0	0	0
14	9550000	2607	0	400000	400000	400000	0	0
14	9950000	2608	250000	250000	250000	250000	250000	700000
14	10200000	2609	450000	450000	450000	450000	450000	0
14	10650000	2610	550000	300000	300000	300000	550000	300000
14	10950000	2611	0	3400000	3400000	3400000	0	250000
14	11200000	2612	4400000	0	0	0	4400000	4400000
14	14350000	2613	0	1250000	1250000	1250000	0	0
14	15600000	2614	300000	1435937	1435937	1435937	1435937	1435937
14	15900000	2615	250000	0	0	0	0	0
14	16150000	2616	250000	0	0	0	0	0
14	16400000	2617	250000	0	0	0	0	0
14	16650000	2618	385937	0	0	0	0	0
14	17035937	2619	250000	250000	250000	250000	250000	250000
14	17285937	2620	1464063	1464063	1464063	1464063	1464063	1464063
14	18750000	2621	250000	550000	550000	250000	250000	250000
14	19000000	2622	300000	0	0	300000	300000	300000
14	19300000	2623	7600000	7600000	7600000	7600000	7600000	7600000
14	26900000	2624	750000	750000	750000	750000	750000	750000
14	27650000	2625	467187	467187	467187	467187	467187	467187
14	28117187	2626	2032813	2032813	2032813	2032813	2032813	2264063
14	30150000	2627	231250	231250	231250	231250	231250	0
14	30381250	2628	442187	442187	442187	442187	442187	442187
14	30823437	2629	1626563	1626563	1626563	1626563	1626563	1626563
14	32450000	2630	650000	650000	650000	650000	650000	650000
14	33100000	2631	550000	550000	550000	550000	550000	550000
14	33650000	2632	346875	346875	346875	346875	346875	346875
14	33996875	2633	153125	878125	878125	878125	878125	878125
14	34150000	2634	725000	0	0	0	0	0
14	34875000	2635	375000	375000	375000	375000	375000	375000
14	35250000	2636	500000	500000	500000	500000	500000	500000
14	35750000	2637	250000	250000	250000	250000	250000	250000
14	36000000	2638	1500000	1500000	1500000	1500000	1500000	1500000
14	37500000	2639	293750	293750	293750	293750	293750	293750
14	37793750	2640	556250	556250	556250	556250	556250	556250
14	38350000	2641	700000	700000	700000	700000	700000	700000
14	39050000	2642	800000	800000	800000	800000	800000	800000
14	39850000	2643	700000	700000	700000	700000	700000	700000
14	40550000	2644	300000	300000	300000	300000	300000	300000
14	40850000	2645	251562	251562	251562	251562	251562	251562
14	41101562	2646	1398438	1398438	1398438	1398438	1398438	1398438
14	42500000	2647	450000	450000	450000	450000	1637500	450000
14	42950000	2648	350000	1187500	1187500	825000	0	656250
14	43100000	2649	0	0	0	0	0	0
14	43300000	2650	306250	0	0	0	0	0
14	43606250	2651	168750	0	0	0	0	1081250
14	43775000	2652	362500	0	0	362500	0	0
14	44137500	2653	312500	312500	312500	312500	312500	0
14	44450000	2654	500000	237500	237500	700000	237500	0
14	44687500	2655	0	262500	262500	0	462500	612500
14	44950000	2656	350000	350000	350000	0	0	0
14	45150000	2657	0	0	0	450000	450000	0
14	45300000	2658	300000	300000	300000	0	0	300000
14	45600000	2659	250000	250000	250000	250000	250000	825000
14	45850000	2660	1485937	450000	450000	450000	575000	0
14	46300000	2661	0	350000	1035937	512500	0	0
14	46425000	2662	0	0	0	0	387500	910937
14	46650000	2663	0	685937	0	0	0	0
14	46812500	2664	0	0	0	523437	523437	0
14	47000000	2665	0	0	0	0	0	0
14	47335937	2666	464063	464063	464063	0	464063	0
14	47800000	2667	0	0	0	0	0	0
15	16900000	2668	300000	300000	300000	300000	300000	0
15	17200000	2669	350000	350000	350000	350000	350000	200000
15	17400000	2670	0	0	0	0	0	623437
15	17550000	2671	473437	473437	473437	473437	473437	0
15	18023437	2672	226563	635938	635938	635938	635938	635938
15	18250000	2673	409375	0	0	0	0	0
15	18659375	2674	1040625	1040625	1040625	1040625	1040625	1315625
15	19700000	2675	275000	275000	275000	275000	275000	0
15	19975000	2676	2037500	325000	1525000	1175000	2037500	2225000
15	20300000	2677	0	700000	0	0	0	0
15	20800000	2678	0	0	0	0	0	0
15	21000000	2679	0	1012500	0	0	0	0
15	21150000	2680	0	0	0	200000	0	0
15	21350000	2681	0	0	0	662500	0	0
15	21500000	2682	0	0	821875	0	0	0
15	22012500	2683	309375	309375	0	309375	309375	0
15	22200000	2684	0	0	0	0	0	448437
15	22321875	2685	326562	326562	326562	1112500	1578125	0
15	22648437	2686	651563	651563	1639063	0	0	301563
15	22950000	2687	0	0	0	0	0	484375
15	23300000	2688	134375	134375	0	0	0	0
15	23434375	2689	465625	853125	0	853125	0	1565625
15	23900000	2690	387500	0	0	0	1100000	0
15	24287500	2691	337500	712500	712500	712500	0	0
15	24450000	2692	0	0	0	0	0	0
15	24625000	2693	375000	0	0	0	0	0
15	25000000	2694	425000	600000	600000	600000	425000	1200000
15	25425000	2695	375000	0	0	0	775000	0
15	25600000	2696	0	600000	600000	600000	0	0
15	25800000	2697	400000	0	0	0	0	0
15	26200000	2698	550000	550000	550000	550000	550000	550000
15	26750000	2699	348437	348437	348437	348437	348437	348437
15	27098437	2700	714063	1301563	1301563	714063	714063	851563
15	27812500	2701	250000	0	0	587500	250000	0
15	27950000	2702	0	0	0	0	0	450000
15	28062500	2703	337500	0	0	0	337500	0
15	28400000	2704	600000	600000	600000	600000	600000	600000
15	29000000	2705	650000	650000	650000	650000	650000	650000
15	29650000	2706	350000	350000	350000	350000	350000	350000
15	30000000	2707	475000	475000	475000	475000	475000	475000
15	30475000	2708	725000	1226562	306250	306250	306250	725000
15	30781250	2709	0	0	920312	920312	920312	0
15	31200000	2710	250000	0	0	0	0	501562
15	31450000	2711	251562	0	0	0	0	0
15	31701562	2712	698438	1198438	698438	698438	698438	698438
15	32400000	2713	500000	0	500000	500000	500000	500000
15	32900000	2714	500000	500000	500000	500000	500000	500000
15	33400000	2715	2050000	2050000	2050000	2050000	2262500	2262500
15	35450000	2716	212500	212500	212500	212500	0	0
15	35662500	2717	337500	956250	956250	956250	956250	1087500
15	36000000	2718	618750	0	0	0	0	0
15	36618750	2719	281250	281250	281250	281250	281250	0
15	36750000	2720	0	0	0	0	0	850000
15	36900000	2721	1450000	700000	700000	700000	950000	0
15	37600000	2722	0	250000	250000	250000	0	1350000
15	37850000	2723	0	500000	500000	500000	500000	0
15	38350000	2724	759375	759375	759375	759375	759375	0
15	38950000	2725	0	0	0	0	0	850000
15	39109375	2726	565625	565625	565625	796875	796875	0
15	39550000	2727	0	0	0	0	0	0
15	39675000	2728	1125000	231250	231250	0	0	0
15	39800000	2729	0	0	0	0	0	1000000
15	39906250	2730	0	893750	893750	893750	543750	0
15	40250000	2731	0	0	0	0	0	0
15	40450000	2732	0	0	0	0	350000	0
15	40800000	2733	300000	300000	300000	300000	300000	300000
15	41100000	2734	325000	325000	325000	325000	325000	325000
15	41425000	2735	651562	651562	651562	651562	651562	651562
15	41775000	2736	0	0	0	0	0	0
15	42076562	2737	323438	884375	884375	884375	884375	884375
15	42400000	2738	250000	0	0	0	0	0
15	42650000	2739	310937	0	0	0	0	0
15	42960937	2740	589063	589063	589063	589063	589063	589063
15	43550000	2741	775000	775000	775000	775000	775000	775000
15	44325000	2742	725000	725000	725000	725000	725000	725000
15	45050000	2743	375000	375000	900000	900000	375000	900000
15	45425000	2744	275000	525000	0	0	275000	0
15	45700000	2745	250000	0	0	0	250000	0
15	45950000	2746	350000	350000	350000	350000	350000	350000
15	46300000	2747	450000	450000	812500	450000	650000	650000
15	46750000	2748	362500	362500	0	362500	0	0
15	46950000	2749	0	0	0	0	775000	575000
15	47112500	2750	412500	768750	768750	768750	0	0
15	47525000	2751	1175000	0	0	0	0	356250
15	47725000	2752	0	0	0	0	625000	0
15	47881250	2753	0	1493750	1493750	1493750	0	818750
15	48100000	2754	0	0	0	0	0	0
15	48350000	2755	0	0	0	0	350000	0
15	48700000	2756	675000	0	0	0	675000	900000
15	49000000	2757	0	0	0	0	0	0
15	49375000	2758	375000	375000	731250	731250	375000	0
15	49600000	2759	0	0	0	0	0	506250
15	49750000	2760	356250	356250	0	0	356250	0
15	50106250	2761	543750	543750	543750	543750	543750	543750
15	50350000	2762	0	0	0	0	0	0
15	50650000	2763	0	0	0	0	0	0
15	50800000	2764	0	0	0	0	0	0
16	250000	2765	0	0	0	0	0	2954687
16	381250	2766	2823437	0	0	2823437	2823437	0
16	3000000	2767	0	204687	204687	0	0	0
16	3204687	2768	1145313	1145313	1145313	1145313	1145313	1145313
16	4350000	2769	350000	350000	350000	350000	350000	350000
16	4700000	2770	525000	525000	525000	525000	525000	525000
16	5225000	2771	1718750	1718750	1718750	1718750	1718750	3475000
16	6943750	2772	1506250	1506250	1506250	1506250	1506250	0
16	8450000	2773	250000	250000	250000	250000	250000	0
16	8700000	2774	300000	300000	300000	300000	300000	300000
16	9000000	2775	400000	400000	400000	400000	400000	400000
16	9400000	2776	275000	275000	900000	900000	275000	900000
16	9675000	2777	625000	625000	0	0	625000	0
16	10300000	2778	500000	2300000	728125	2654687	500000	850000
16	10800000	2779	228125	0	0	0	228125	0
16	11028125	2780	871875	0	1926562	0	1926562	0
16	11150000	2781	0	0	0	0	0	1804687
16	11300000	2782	0	0	0	0	0	0
16	11900000	2783	250000	0	0	0	0	0
16	12150000	2784	450000	0	0	0	0	0
16	12600000	2785	354687	354687	0	0	0	0
16	12954687	2786	945313	745313	745313	745313	945313	595313
16	13550000	2787	0	0	0	0	0	1600000
16	13700000	2788	0	1450000	500000	1450000	0	0
16	13900000	2789	1250000	0	0	0	1250000	0
16	14200000	2790	0	0	950000	0	0	0
16	15150000	2791	450000	450000	1150000	1150000	1150000	450000
16	15600000	2792	700000	700000	0	0	0	700000
16	16300000	2793	300000	300000	300000	300000	300000	300000
16	16600000	2794	725000	725000	725000	725000	725000	725000
16	17325000	2795	575000	1198437	1198437	1198437	1198437	1198437
16	17900000	2796	623437	0	0	0	0	0
16	18523437	2797	1401563	4589063	4589063	4589063	1401563	4589063
16	19925000	2798	325000	0	0	0	325000	0
16	20250000	2799	2862500	0	0	0	2862500	0
16	23112500	2800	848437	848437	848437	848437	848437	848437
16	23960937	2801	789063	789063	789063	789063	789063	789063
16	24750000	2802	878125	878125	878125	878125	878125	878125
16	25628125	2803	321875	321875	321875	321875	321875	321875
16	25950000	2804	1200000	1200000	1200000	1200000	1200000	1200000
16	27150000	2805	250000	1250000	1250000	1250000	250000	1250000
16	27400000	2806	350000	0	0	0	350000	0
16	27750000	2807	650000	0	0	0	650000	0
16	28400000	2808	1650000	1650000	1650000	1650000	1650000	1650000
16	30050000	2809	750000	750000	750000	750000	750000	750000
16	30800000	2810	1400000	1050000	1050000	800000	800000	800000
16	31600000	2811	0	0	0	2300000	2300000	2300000
16	31850000	2812	0	2050000	2050000	0	0	0
16	32200000	2813	350000	0	0	0	0	0
16	32550000	2814	250000	0	0	0	0	0
16	32800000	2815	1100000	0	0	0	0	0
16	33900000	2816	2875000	2875000	2875000	2875000	2875000	2875000
16	36775000	2817	225000	225000	225000	225000	225000	675000
16	37000000	2818	450000	450000	450000	450000	450000	0
16	37450000	2819	450000	450000	450000	450000	450000	450000
16	37900000	2820	800000	800000	800000	800000	800000	800000
16	38700000	2821	400000	400000	400000	400000	400000	400000
16	39100000	2822	350000	350000	350000	350000	350000	350000
16	39450000	2823	842187	842187	842187	842187	842187	842187
16	40292187	2824	257813	1957813	1654688	1654688	1654688	1654688
16	40550000	2825	1396875	0	0	0	0	0
16	41946875	2826	303125	0	303125	303125	303125	303125
16	42250000	2827	350000	350000	350000	350000	350000	350000
16	42600000	2828	350000	350000	350000	350000	350000	350000
16	42950000	2829	1400000	1400000	1400000	1400000	1400000	1400000
16	44350000	2830	664062	664062	664062	664062	664062	664062
16	45014062	2831	635938	1460938	1460938	1460938	1460938	960938
16	45650000	2832	325000	0	0	0	0	0
16	45975000	2833	500000	0	0	0	0	500000
16	46475000	2834	1004687	1375000	1004687	1004687	1004687	425000
16	46900000	2835	0	0	0	0	0	579687
16	47479687	2836	370313	0	742188	742188	370313	620313
16	47850000	2837	371875	371875	0	0	371875	0
16	48100000	2838	0	0	0	0	0	2171875
16	48221875	2839	3228125	2050000	2050000	2050000	2050000	0
16	50271875	2840	0	359375	359375	359375	359375	1678125
16	50631250	2841	0	818750	1318750	1318750	818750	0
16	51450000	2842	500000	500000	0	0	500000	0
16	51950000	2843	571875	571875	571875	571875	571875	800000
16	52521875	2844	228125	756250	756250	756250	228125	0
16	52750000	2845	400000	0	0	0	528125	528125
16	53150000	2846	128125	0	0	0	0	0
16	53278125	2847	421875	671875	671875	671875	671875	671875
16	53700000	2848	250000	0	0	0	0	0
16	53950000	2849	450000	450000	450000	450000	450000	2653125
16	54400000	2850	1950000	1950000	1950000	1950000	1950000	0
16	56350000	2851	253125	253125	253125	253125	253125	0
16	56603125	2852	546875	1948437	1948437	1948437	1948437	1948437
16	57150000	2853	800000	0	0	0	0	0
16	57950000	2854	601562	0	0	0	0	0
16	58551562	2855	1798438	2898438	3698438	4001563	4001563	4001563
16	60350000	2856	400000	0	0	0	0	0
16	60750000	2857	700000	0	0	0	0	0
16	61450000	2858	800000	800000	0	0	0	0
16	62250000	2859	303125	303125	303125	0	0	0
16	62553125	2860	746875	1246875	1246875	1246875	746875	1246875
16	63300000	2861	500000	0	0	0	500000	0
16	63800000	2862	200000	200000	200000	200000	200000	350000
16	64000000	2863	500000	500000	500000	500000	500000	0
16	64150000	2864	0	0	0	0	0	350000
16	64500000	2865	864062	864062	864062	864062	864062	864062
16	65364062	2866	385938	385938	385938	385938	385938	385938
16	65750000	2867	425000	425000	425000	425000	425000	425000
16	66175000	2868	775000	775000	775000	775000	775000	775000
16	66950000	2869	350000	600000	2106250	2106250	2106250	2106250
16	67300000	2870	250000	0	0	0	0	0
16	67550000	2871	300000	300000	0	0	0	0
16	67850000	2872	1050000	1050000	0	0	0	0
16	68900000	2873	156250	156250	0	0	0	0
16	69056250	2874	443750	443750	443750	443750	443750	443750
16	69500000	2875	514062	1275000	514062	514062	514062	514062
16	69800000	2876	0	0	0	0	0	0
16	70014062	2877	760938	0	760938	760938	535938	1735938
16	70550000	2878	0	0	0	0	1200000	0
16	70775000	2879	975000	975000	975000	975000	0	0
16	71750000	2880	1150000	1400000	1400000	1400000	1400000	1400000
16	72900000	2881	250000	0	0	0	0	0
16	73150000	2882	400000	400000	400000	400000	400000	400000
16	73550000	2883	16950000	16950000	16950000	1750000	1750000	1750000
16	75300000	2884	0	0	0	362500	362500	362500
16	75662500	2885	0	0	0	14837500	5287500	14837500
16	80950000	2886	0	0	0	0	500000	0
16	81450000	2887	0	0	0	0	400000	0
16	81850000	2888	0	0	0	0	300000	0
16	82150000	2889	0	0	0	0	350000	0
16	82500000	2890	0	0	0	0	4400000	0
16	86900000	2891	0	0	0	0	350000	0
16	87250000	2892	0	0	0	0	1000000	0
16	88250000	2893	0	0	0	0	2050000	0
16	90300000	2894	0	0	0	0	3250000	0
16	90500000	2895	3375000	3375000	3375000	3375000	0	3375000
16	93550000	2896	0	0	0	0	325000	0
16	93875000	2897	3600000	3600000	3600000	3600000	3600000	3600000
16	97475000	2898	275000	275000	275000	275000	275000	275000
16	97750000	2899	350000	350000	350000	350000	350000	350000
16	98100000	2900	321875	321875	321875	321875	321875	321875
16	98421875	2901	278125	278125	278125	278125	278125	278125
16	98700000	2902	837500	837500	837500	837500	837500	837500
16	99537500	2903	462500	462500	462500	462500	462500	462500
16	100000000	2904	450000	1403125	1403125	1403125	1403125	1403125
16	100450000	2905	953125	0	0	0	0	0
16	101403125	2906	896875	896875	896875	896875	896875	5496875
16	102300000	2907	1450000	3000000	1300000	1300000	1300000	0
16	103600000	2908	0	0	3300000	3300000	1700000	0
16	103750000	2909	1550000	0	0	0	0	0
16	105300000	2910	1600000	1600000	0	0	1600000	0
16	106900000	2911	650000	650000	650000	650000	650000	650000
16	107550000	2912	650000	650000	650000	650000	650000	650000
16	108200000	2913	706250	706250	706250	706250	706250	300000
16	108500000	2914	0	0	0	0	0	600000
16	108906250	2915	2418750	2418750	2418750	2418750	2418750	0
16	109100000	2916	0	0	0	0	0	2225000
16	111325000	2917	475000	475000	475000	475000	475000	475000
16	111800000	2918	500000	500000	500000	500000	500000	500000
16	112300000	2919	450000	450000	450000	450000	450000	450000
16	112750000	2920	300000	650000	650000	650000	650000	300000
16	113050000	2921	350000	0	0	0	0	350000
16	113400000	2922	646875	646875	646875	400000	400000	400000
16	113800000	2923	0	0	0	246875	246875	246875
16	114046875	2924	853125	853125	853125	853125	853125	853125
16	114900000	2925	698437	698437	698437	698437	698437	698437
16	115598437	2926	3001563	3334375	3334375	3334375	3001563	3910938
16	115850000	2927	0	0	0	0	0	0
16	118600000	2928	332812	0	0	0	332812	0
16	118932812	2929	576563	576563	576563	576563	576563	0
16	119300000	2930	0	0	0	0	0	0
16	119509375	2931	440625	440625	715625	440625	190625	440625
16	119700000	2932	0	0	0	0	250000	0
16	119950000	2933	275000	275000	0	275000	275000	275000
16	120225000	2934	1012500	1012500	1012500	1012500	1012500	1012500
16	121237500	2935	862500	862500	862500	862500	862500	862500
16	121650000	2936	0	0	0	0	0	0
16	122100000	2937	900000	1200000	1200000	1200000	1200000	900000
16	123000000	2938	300000	0	0	0	0	300000
16	123300000	2939	400000	1150000	1150000	1150000	1150000	1150000
16	123700000	2940	600000	0	0	0	0	0
16	124300000	2941	1050000	0	0	0	0	0
16	124450000	2942	0	900000	900000	900000	900000	900000
16	124600000	2943	0	0	0	0	0	0
16	125350000	2944	275000	275000	275000	275000	275000	275000
16	125625000	2945	600000	600000	600000	600000	600000	600000
16	126225000	2946	1075000	1075000	1075000	1075000	1075000	1075000
16	127300000	2947	545312	545312	545312	545312	545312	545312
16	127845312	2948	479688	479688	479688	479688	479688	479688
16	128325000	2949	275000	275000	275000	275000	275000	725000
16	128600000	2950	450000	450000	450000	450000	450000	0
16	129050000	2951	750000	750000	750000	750000	750000	750000
16	129800000	2952	600000	2150000	2150000	2150000	600000	2350000
16	130400000	2953	325000	0	0	0	325000	0
16	130725000	2954	1225000	0	0	0	1225000	0
16	131950000	2955	500000	500000	500000	500000	500000	0
16	132150000	2956	0	0	0	0	0	300000
16	132450000	2957	725000	725000	725000	725000	725000	725000
16	133175000	2958	1075000	1075000	1075000	1075000	1075000	425000
16	133600000	2959	0	0	0	0	0	300000
16	133900000	2960	0	0	0	0	0	350000
16	134250000	2961	1540625	1540625	1540625	1540625	1540625	1540625
16	135790625	2962	959375	959375	959375	959375	959375	959375
16	136750000	2963	1000000	1000000	1000000	1000000	1000000	1000000
16	137750000	2964	343750	343750	343750	343750	1350000	343750
16	138093750	2965	1006250	1006250	1006250	1006250	0	1006250
16	138700000	2966	0	0	0	0	0	0
16	139100000	2967	1900000	1900000	1900000	1900000	1900000	1900000
16	141000000	2968	1050000	1775000	1775000	1775000	1775000	1775000
16	142050000	2969	725000	0	0	0	0	0
16	142775000	2970	725000	725000	725000	725000	725000	725000
16	143500000	2971	2300000	2300000	2300000	2300000	2300000	2300000
16	145800000	2972	525000	525000	525000	525000	525000	525000
16	146325000	2973	2325000	2325000	2325000	2325000	2325000	2325000
16	148650000	2974	550000	550000	550000	550000	550000	550000
16	149200000	2975	350000	350000	350000	350000	350000	350000
16	149550000	2976	400000	400000	400000	400000	400000	400000
16	149950000	2977	300000	300000	300000	300000	300000	300000
16	150250000	2978	650000	650000	650000	650000	650000	650000
16	150900000	2979	762500	762500	762500	762500	762500	762500
16	151662500	2980	537500	537500	537500	537500	537500	537500
16	152200000	2981	500000	500000	500000	1550000	500000	1550000
16	152700000	2982	1050000	1050000	1050000	0	1050000	0
16	153750000	2983	300000	300000	300000	300000	300000	300000
16	154050000	2984	1000000	1400000	1400000	1400000	1400000	1400000
16	155050000	2985	400000	0	0	0	0	0
16	155450000	2986	275000	275000	275000	275000	275000	275000
16	155725000	2987	525000	1175000	1175000	1175000	1175000	525000
16	156250000	2988	650000	0	0	0	0	650000
16	156900000	2989	350000	350000	350000	350000	350000	350000
16	157250000	2990	1100000	1100000	1100000	1100000	1100000	1100000
16	158350000	2991	200000	1850000	1850000	1850000	1850000	1850000
16	158550000	2992	450000	0	0	0	0	0
16	159000000	2993	300000	0	0	0	0	0
16	159300000	2994	250000	0	0	0	0	0
16	159550000	2995	650000	0	0	0	0	0
16	160200000	2996	975000	975000	975000	975000	975000	975000
16	161175000	2997	2375000	2087500	2087500	2087500	3775000	5925000
16	163262500	2998	0	1687500	1687500	1687500	0	0
16	163550000	2999	1400000	0	0	0	0	0
16	164950000	3000	2150000	2150000	2150000	2150000	2150000	0
16	167100000	3001	543750	543750	543750	543750	543750	543750
16	167643750	3002	256250	256250	256250	256250	256250	256250
16	167900000	3003	700000	700000	700000	700000	700000	700000
16	168600000	3004	898437	898437	898437	898437	898437	898437
16	169498437	3005	1101563	1101563	1101563	1101563	1101563	1101563
16	170600000	3006	950000	1903125	1903125	1903125	1903125	1903125
16	171550000	3007	953125	0	0	0	0	0
16	172503125	3008	1021875	1234375	1234375	1234375	1021875	4196875
16	173525000	3009	212500	0	0	0	212500	0
16	173737500	3010	2462500	2462500	2462500	2462500	2462500	0
16	176200000	3011	500000	1950000	1950000	1950000	500000	0
16	176700000	3012	350000	0	0	0	625000	625000
16	177050000	3013	275000	0	0	0	0	0
16	177325000	3014	825000	0	0	0	825000	825000
16	178150000	3015	550000	550000	550000	1237500	550000	550000
16	178700000	3016	359375	359375	359375	0	359375	359375
16	179059375	3017	328125	328125	328125	0	328125	328125
16	179387500	3018	962500	1975000	1975000	1975000	962500	3062500
16	180350000	3019	1012500	0	0	0	650000	0
16	181000000	3020	0	0	0	0	1450000	0
16	181362500	3021	1087500	1087500	1087500	1087500	0	0
16	182450000	3022	700000	1150000	1150000	1150000	1150000	1150000
16	183150000	3023	450000	0	0	0	0	0
16	183600000	3024	425000	425000	425000	425000	425000	425000
16	184025000	3025	275000	525000	525000	525000	525000	525000
16	184300000	3026	250000	0	0	0	0	0
16	184550000	3027	475000	475000	475000	475000	475000	475000
16	185025000	3028	300000	300000	300000	300000	300000	300000
16	185325000	3029	325000	325000	325000	325000	325000	325000
16	185650000	3030	650000	650000	650000	650000	650000	650000
16	186300000	3031	250000	250000	250000	250000	250000	250000
16	186550000	3032	350000	350000	350000	350000	350000	350000
16	186900000	3033	550000	550000	550000	550000	550000	550000
16	187450000	3034	1450000	1450000	1450000	1450000	1450000	1450000
16	188900000	3035	450000	775000	775000	775000	775000	775000
16	189350000	3036	325000	0	0	0	0	0
16	189675000	3037	498437	498437	498437	776562	498437	776562
16	190173437	3038	278125	639063	278125	0	278125	0
16	190451562	3039	360938	0	1748438	1748438	360938	1748438
16	190812500	3040	287500	1387500	0	0	1387500	0
16	191100000	3041	750000	0	0	0	0	0
16	191850000	3042	350000	0	0	0	0	0
16	192200000	3043	1150000	1150000	1150000	1150000	1150000	1150000
16	193350000	3044	750000	750000	750000	750000	750000	750000
16	194100000	3045	250000	250000	250000	250000	250000	250000
16	194350000	3046	650000	650000	650000	1350000	650000	650000
16	195000000	3047	262500	262500	262500	0	262500	500000
16	195262500	3048	437500	437500	437500	0	437500	0
16	195500000	3049	0	0	0	0	0	750000
16	195700000	3050	250000	550000	550000	550000	550000	0
16	195950000	3051	300000	0	0	0	0	0
16	196250000	3052	450000	450000	450000	450000	450000	450000
