ensembl_gene_id	HCT116_Nut0h_1	HCT116_Nut0h_2	HCT116_Nut10h_1	HCT116_Nut10h_2	HCT116_Nut1h_1	HCT116_Nut1h_2
ENSG00000040275	1333	1243	438	495	1788	1411
ENSG00000040341	790	849	818	913	1259	921
ENSG00000040487	913	744	769	664	392	330
ENSG00000040531	680	733	652	683	447	349
ENSG00000040608	2283	1869	1139	846	416	363
ENSG00000040633	2733	2441	2184	2112	1450	1244
ENSG00000040731	0	0	0	0	0	0
ENSG00000040933	1065	1125	1419	1466	1030	780
ENSG00000041353	78	88	111	107	143	91
ENSG00000041357	5016	5571	4489	4810	7592	6183
ENSG00000041515	7	4	1	3	5	4
ENSG00000041802	2577	2641	2245	2447	2976	2490
ENSG00000041880	845	788	1224	1225	439	416
ENSG00000041982	0	2	0	4	5	5
ENSG00000041988	950	882	909	873	333	276
ENSG00000042062	13	8	6	19	8	1
ENSG00000042088	1061	1120	727	697	999	835
ENSG00000042286	1940	1908	2379	2368	1627	1467
ENSG00000042304	0	0	0	0	0	0
ENSG00000042317	120	116	177	185	121	95
ENSG00000042429	1688	1717	1759	2026	2230	1761
ENSG00000042445	2174	2253	4641	4667	1892	1543
ENSG00000042493	3199	2806	3581	3113	1581	1421
ENSG00000042753	8008	6986	6711	5603	2772	2408
ENSG00000042781	2	6	2	3	1	3
ENSG00000042813	0	0	0	0	0	0
ENSG00000042832	2	3	6	4	1	3
ENSG00000042980	2	2	1	1	7	3
ENSG00000043039	10	8	2	5	3	3
ENSG00000043093	851	964	1082	1327	2077	1461
ENSG00000043143	3011	2918	2299	2382	1925	1724
ENSG00000043355	2198	1986	1606	1539	820	715
ENSG00000043462	0	0	1	1	0	0
ENSG00000043514	899	862	747	804	1092	870
ENSG00000043591	58	59	35	43	13	22
ENSG00000044012	0	0	0	0	0	0
ENSG00000044090	2506	2544	3517	3238	1345	1171
ENSG00000044115	13117	13320	12311	12662	12543	10348
ENSG00000044446	1112	1168	1219	1239	971	772
ENSG00000044459	265	295	184	171	425	378
ENSG00000044524	0	0	0	0	0	0
ENSG00000044574	36047	34827	35710	36055	50471	42278
ENSG00000046604	7291	8249	8814	10207	10501	8433
ENSG00000046647	316	278	413	380	254	227
ENSG00000046651	532	519	652	683	696	540
ENSG00000046653	7	19	7	40	66	37
ENSG00000046774	0	0	0	0	0	0
ENSG00000046889	0	0	0	11	0	0
ENSG00000047056	604	677	706	768	614	469
ENSG00000047188	1041	1204	1136	1308	2255	1692
ENSG00000047230	553	653	524	539	820	672
ENSG00000047249	1319	1198	1283	1304	1079	889
ENSG00000047315	4446	5274	4043	4998	8151	6657
ENSG00000047346	80	125	240	333	152	117
ENSG00000047365	368	446	381	430	651	469
ENSG00000047410	6288	7100	5140	5863	11591	8843
ENSG00000047457	0	0	1	0	2	1
ENSG00000047578	1181	1262	1506	1585	940	800
ENSG00000047579	662	681	574	510	509	411
ENSG00000047597	244	306	214	222	368	331
ENSG00000047617	1	3	2	3	0	0
ENSG00000047621	501	509	495	538	640	575
ENSG00000047634	283	341	174	235	465	359
ENSG00000047644	463	440	458	501	385	258
ENSG00000047648	1	3	1	1	0	2
ENSG00000047662	3	8	7	8	12	8
ENSG00000047849	17271	16716	14055	14309	13876	11879
ENSG00000047932	1327	1517	1391	1760	2363	1791
ENSG00000047936	0	0	0	0	0	0
ENSG00000048028	906	1105	635	851	1180	900
ENSG00000048052	105	103	71	85	118	84
ENSG00000048140	2662	2688	2581	2425	1970	1613
ENSG00000048162	1649	1457	1490	1499	1590	1369
ENSG00000048342	610	578	598	566	669	565
ENSG00000048392	1532	1732	5427	7116	3295	2452
ENSG00000048405	890	959	1010	1038	1477	1165
ENSG00000048462	0	0	0	0	1	0
ENSG00000048471	421	421	633	645	356	319
ENSG00000048540	4	0	3	5	3	4
ENSG00000048544	2191	2298	2293	2460	3355	2734
ENSG00000048545	3	1	0	0	0	0
ENSG00000048649	1031	1233	1048	1304	1735	1341
ENSG00000048707	1408	1943	2757	3101	2405	1582
ENSG00000048740	0	0	0	4	2	2
ENSG00000048828	11715	12180	10979	11507	9230	7439
ENSG00000048991	3232	3506	2882	3185	3276	2711
ENSG00000049089	123	103	194	151	83	83
ENSG00000049130	14769	17906	16812	20764	34058	24717
ENSG00000049167	196	282	260	278	443	362
ENSG00000049192	10	9	16	4	20	21
ENSG00000049239	1053	1096	1432	1538	742	524
ENSG00000049245	2887	3267	2672	3063	3335	2729
ENSG00000049246	164	177	137	190	168	140
ENSG00000049247	23	25	20	41	31	16
ENSG00000049249	5	2	2	2	4	2
ENSG00000049283	1467	1347	3823	3156	502	426
ENSG00000049319	0	1	1	0	0	0
ENSG00000049323	205	301	147	155	311	211
ENSG00000049449	5398	5208	4693	5128	6576	5407
ENSG00000049540	1	4	4	4	1	1
ENSG00000049541	3447	3435	1337	1273	2981	2518
ENSG00000049618	2591	2596	2320	2371	1958	1606
ENSG00000049656	5703	5785	4695	4597	4817	4092
ENSG00000049759	2105	2266	1984	2024	2082	1663
ENSG00000049768	15	9	18	6	8	8
ENSG00000049769	35	38	43	32	12	11
ENSG00000049860	3901	3766	3633	3839	3473	2755
ENSG00000049883	336	382	408	501	480	369
ENSG00000050030	0	0	0	0	0	0
ENSG00000050130	1490	1789	1639	2054	1953	1653
ENSG00000050165	9	7	9	12	0	8
ENSG00000050327	808	758	721	806	760	603
ENSG00000050344	2176	2113	1904	1931	2300	1812
ENSG00000050393	2314	2255	1741	1791	2292	1880
ENSG00000050405	4562	4385	6258	6848	5582	4540
ENSG00000050426	1231	1355	1526	1585	1346	1033
ENSG00000050438	37	38	25	25	40	32
ENSG00000050555	716	708	1068	975	269	199
ENSG00000050628	0	1	0	0	0	0
ENSG00000050730	0	0	3	1	0	0
ENSG00000050748	1820	2031	1215	1343	1969	1520
ENSG00000050767	3	0	2	9	0	1
ENSG00000050820	4484	3642	4793	4200	1641	1527
ENSG00000051009	1689	1571	1570	1536	947	744
ENSG00000051108	2312	2533	2245	2266	2845	2212
ENSG00000051128	1200	1167	1164	1029	335	332
ENSG00000051180	753	866	239	216	950	818
ENSG00000051341	601	885	278	352	1513	1127
ENSG00000051382	1584	1995	1797	2181	2774	2243
ENSG00000051523	12231	9253	9419	7354	2746	2440
ENSG00000051596	1672	1521	1441	1430	1154	992
ENSG00000051620	1578	1431	1405	1375	1087	889
ENSG00000051825	979	1242	734	760	1825	1389
ENSG00000052126	606	625	529	625	837	695
ENSG00000052344	2088	1756	2330	2144	538	430
ENSG00000052723	1209	1218	1256	1525	2132	1596
ENSG00000052749	5394	5010	6219	6103	3059	2798
ENSG00000052795	298	306	179	195	292	236
ENSG00000052802	1019	1118	814	1033	1751	1310
ENSG00000052841	1558	1784	2077	2253	1860	1524
ENSG00000052850	8	3	1	2	7	0
ENSG00000053108	13	25	19	13	16	11
ENSG00000053254	783	790	968	1117	956	710
ENSG00000053328	0	0	1	0	0	0
ENSG00000053371	4044	3587	3430	3076	1635	1374
ENSG00000053372	4942	4684	3373	3296	5159	4493
ENSG00000053438	8	17	34	45	24	21
ENSG00000053501	471	383	388	322	278	286
ENSG00000053524	43	42	32	51	46	19
ENSG00000053702	13	46	37	32	56	36
ENSG00000053747	161	204	963	978	247	189
ENSG00000053770	644	693	838	1007	1085	841
ENSG00000053900	808	919	639	746	1413	1079
ENSG00000053918	325	240	317	253	97	98
ENSG00000054116	1789	1800	1558	1749	1738	1484
ENSG00000054118	9034	9576	7099	7952	11947	9806
ENSG00000054148	2917	2851	5314	4556	1206	1097
ENSG00000054179	1655	1454	1704	1521	548	453
ENSG00000054219	1	0	0	1	0	0
ENSG00000054267	1244	1250	1153	1328	1658	1234
ENSG00000054277	122	142	116	100	34	35
ENSG00000054282	638	617	639	602	530	438
ENSG00000054356	5	6	3	8	3	0
ENSG00000054392	82	79	351	350	85	61
ENSG00000054523	2289	2820	2687	3135	4147	3101
ENSG00000054598	2449	2255	1783	1726	1271	921
ENSG00000054611	1522	1445	1628	1577	720	687
ENSG00000054654	862	1349	520	677	3027	1384
ENSG00000054690	843	1047	1201	1416	977	571
ENSG00000054793	1095	1290	1514	1667	1616	1262
ENSG00000054796	0	0	0	0	0	0
ENSG00000054803	0	0	0	0	0	0
ENSG00000054938	0	0	1	0	4	2
ENSG00000054965	1997	2246	2829	2953	2107	1649
ENSG00000054967	979	845	587	588	503	415
ENSG00000054983	1	0	0	1	0	0
ENSG00000055044	4103	4251	3147	3447	7408	6295
ENSG00000055070	9429	8603	8959	8685	4875	4262
ENSG00000055118	1951	1739	1647	1368	503	492
ENSG00000055130	3224	3370	2648	2815	4078	3257
ENSG00000055147	462	530	609	621	690	668
ENSG00000055163	3093	3294	14904	14873	2370	1960
ENSG00000055208	2869	3417	3610	4399	4028	3257
ENSG00000055211	875	889	707	793	1294	1074
ENSG00000055332	2063	2665	2037	2604	5484	4192
ENSG00000055483	4676	4785	4193	4241	4187	3559
ENSG00000055609	699	1071	999	1320	2538	1723
ENSG00000055732	362	426	327	386	642	508
ENSG00000055813	2	6	4	2	6	0
ENSG00000055917	3352	4279	3344	4012	5010	3982
ENSG00000055950	4453	3820	4184	3237	1736	1500
ENSG00000055955	8	7	5	2	3	2
ENSG00000055957	0	0	0	0	0	0
ENSG00000056050	593	598	362	464	910	734
ENSG00000056097	4758	5458	5298	6090	6746	5506
ENSG00000056277	356	420	369	457	785	663
ENSG00000056291	0	0	0	1	0	0
ENSG00000056487	3	2	0	11	0	1
ENSG00000056558	56	43	70	69	49	32
ENSG00000056586	1633	2063	1807	2140	4239	3002
ENSG00000056661	3208	2664	2162	2132	1302	1201
ENSG00000056736	398	441	145	199	610	447
ENSG00000056972	737	778	1039	1056	476	385
ENSG00000056998	0	0	0	8	0	0
ENSG00000057019	29023	32792	37745	44218	47189	35650
ENSG00000057149	0	0	0	0	0	0
ENSG00000057252	938	1067	890	1088	1613	1274
ENSG00000057294	1540	1535	1240	1358	1295	981
ENSG00000057468	35	53	64	73	81	45
ENSG00000057593	1	0	0	0	0	0
ENSG00000057608	5238	5439	4501	5248	7739	6302
ENSG00000057657	26	27	248	260	39	40
ENSG00000057663	1289	1371	1182	1267	1441	1257
ENSG00000057704	323	386	374	351	322	244
ENSG00000057757	1945	1974	1475	1467	1877	1629
ENSG00000057935	1089	1265	1392	1523	1225	939
ENSG00000058056	1555	1897	941	1095	2396	1906
ENSG00000058063	1295	1506	1486	1927	2588	1891
ENSG00000058085	1882	1952	2606	2551	2086	1837
ENSG00000058091	260	268	196	285	386	309
ENSG00000058262	13590	13305	18927	19350	10668	8859
ENSG00000058272	2051	2393	1888	2338	3055	2343
ENSG00000058335	87	89	113	132	44	40
ENSG00000058404	19	13	33	18	5	4
ENSG00000058453	1887	1637	2216	1983	876	718
ENSG00000058600	2732	2822	3187	2940	2015	1776
ENSG00000058668	1998	2518	2706	3130	2979	2135
ENSG00000058673	3717	4308	3950	4582	6783	4963
ENSG00000058729	801	804	683	793	1467	1207
ENSG00000058799	585	622	651	802	440	351
ENSG00000058804	3487	4286	2458	3038	5351	4337
ENSG00000058866	351	363	442	528	507	458
ENSG00000059122	3930	3403	6802	5623	1520	1265
ENSG00000059145	1319	1149	1241	1201	915	693
ENSG00000059377	28	27	15	14	27	16
ENSG00000059378	966	913	813	878	654	602
ENSG00000059573	4654	4993	4422	5104	4260	3557
ENSG00000059588	312	487	468	529	644	402
ENSG00000059691	1194	1252	1067	1181	917	864
ENSG00000059728	159	177	358	371	230	191
ENSG00000059758	773	794	882	862	1008	653
ENSG00000059769	224	281	264	308	582	440
ENSG00000059804	47	51	51	205	64	52
ENSG00000059915	464	423	338	304	152	127
ENSG00000060069	2588	2186	2117	1947	1306	1239
ENSG00000060138	26614	23756	48183	40538	9663	8162
ENSG00000060140	201	215	172	194	267	246
ENSG00000060237	4220	4913	3965	4462	5362	4134
ENSG00000060303	0	0	0	0	0	0
ENSG00000060339	2862	3100	2659	2976	4100	3299
ENSG00000060491	7749	6232	6150	5286	2915	2639
ENSG00000060558	1	3	0	0	2	2
ENSG00000060566	16	8	7	4	2	6
ENSG00000060642	452	460	541	623	404	293
ENSG00000060656	4903	4679	8986	7915	2240	1927
ENSG00000060688	3793	3989	2570	2586	3524	2907
ENSG00000060709	1	0	0	1	0	0
ENSG00000060718	0	0	4	9	0	1
ENSG00000060749	2680	3698	2427	3073	5921	4161
ENSG00000060762	379	438	384	410	448	344
ENSG00000060971	1360	1352	1488	1265	752	674
ENSG00000060982	1	0	2	40	1	1
ENSG00000061273	3112	2967	3080	2748	1252	1042
ENSG00000061337	271	265	211	168	175	154
ENSG00000061455	15	13	12	13	11	17
ENSG00000061492	0	0	0	0	0	0
ENSG00000061656	98	106	119	91	35	20
ENSG00000061676	4877	5716	4212	5041	8787	7066
ENSG00000061794	1961	2038	1826	1965	2663	2165
ENSG00000061918	0	0	0	1	1	0
ENSG00000061936	3899	3723	3551	3549	2295	2074
ENSG00000061938	2384	2178	2199	1958	953	789
ENSG00000061987	787	911	1438	1786	1427	1016
ENSG00000062038	7439	7178	9439	9091	6226	5174
ENSG00000062096	0	0	0	0	0	0
ENSG00000062194	2255	2449	1898	2193	3633	2914
ENSG00000062282	121	106	121	112	62	29
ENSG00000062370	41	43	29	42	105	60
ENSG00000062485	10238	10576	8857	10055	9640	8235
ENSG00000062524	509	515	792	625	203	178
ENSG00000062582	66	82	72	60	9	10
ENSG00000062598	1101	1251	1312	1324	828	636
ENSG00000062650	2250	2498	1900	2164	3943	3189
ENSG00000062716	3609	4051	3798	4588	6790	5073
ENSG00000062725	1374	1502	1844	2274	2231	1689
ENSG00000062822	6163	5722	3426	2879	2575	2398
ENSG00000063015	0	1	1	2	0	0
ENSG00000063046	21408	22216	25039	27175	30751	25034
ENSG00000063127	70	72	72	92	132	89
ENSG00000063169	1695	1305	1373	1306	465	403
ENSG00000063176	1005	842	1026	881	395	317
ENSG00000063177	42058	35624	39631	33465	14199	12125
ENSG00000063180	959	871	908	913	505	430
ENSG00000063241	2904	2461	2365	1894	817	760
ENSG00000063244	16761	14591	12918	11622	9722	8699
ENSG00000063245	13156	10016	8401	7355	3716	3562
ENSG00000063322	1968	1891	1751	1695	1533	1445
ENSG00000063438	871	826	780	645	256	220
ENSG00000063515	0	0	0	0	0	0
ENSG00000063587	846	910	936	1071	1036	782
ENSG00000063601	1392	1540	1436	1666	1632	1345
ENSG00000063660	11886	9238	21910	17955	3702	3491
ENSG00000063761	327	322	415	406	258	166
ENSG00000063854	1248	1194	1631	1361	712	579
ENSG00000063978	4219	4238	2800	3131	2977	2627
ENSG00000064012	902	944	1049	1352	1356	1172
ENSG00000064042	204	193	111	130	323	260
ENSG00000064102	2409	2368	2008	2287	2793	2338
ENSG00000064115	1683	1852	3456	3777	2266	1822
ENSG00000064195	1	0	0	0	1	0
ENSG00000064199	169	198	134	179	165	136
ENSG00000064201	0	1	3	1	0	0
ENSG00000064205	0	0	3	1	2	1
ENSG00000064218	0	0	0	2	0	0
ENSG00000064225	186	276	129	155	394	259
ENSG00000064270	297	282	265	269	324	292
ENSG00000064300	655	535	670	613	303	240
ENSG00000064309	356	489	375	440	564	424
ENSG00000064313	2745	2969	2849	3531	4066	3206
ENSG00000064393	3413	4807	3954	4782	6894	4920
ENSG00000064419	3715	4085	2842	3210	3855	3125
ENSG00000064489	2	0	0	1	0	0
ENSG00000064490	1640	1286	1741	1500	611	474
ENSG00000064545	4460	3903	4435	3865	1254	1205
ENSG00000064547	1328	1240	1030	949	565	529
ENSG00000064601	5476	5048	5010	4905	2357	2053
ENSG00000064607	3322	3734	2747	2909	2762	2218
ENSG00000064651	1587	1761	1397	1734	2624	1895
ENSG00000064652	307	305	246	218	377	285
ENSG00000064655	1	0	0	0	0	0
ENSG00000064666	9114	8767	9869	8894	7321	6357
ENSG00000064687	4381	4658	6637	6104	2121	1637
ENSG00000064692	3	4	1	1	4	3
ENSG00000064703	1072	1107	940	994	1490	1244
ENSG00000064726	4013	4308	3990	4185	5218	4089
ENSG00000064763	158	179	130	159	215	139
ENSG00000064787	13	3	7	2	5	7
ENSG00000064835	1	0	0	0	0	0
ENSG00000064886	2	6	6	6	4	5
ENSG00000064932	5848	5229	5574	4676	1919	1691
ENSG00000064933	829	932	703	951	1609	1230
ENSG00000064961	7193	6600	5521	4687	3173	2843
ENSG00000064989	37	24	21	46	36	20
ENSG00000064995	693	695	673	800	740	610
ENSG00000064999	2439	2383	2468	2547	1620	1361
ENSG00000065000	15235	13988	14402	13259	7782	6707
ENSG00000065029	2149	2366	2141	1876	1087	958
ENSG00000065054	3780	3074	4359	3381	1078	991
ENSG00000065057	1173	972	757	687	535	422
ENSG00000065060	1077	1251	1206	1230	1562	1229
ENSG00000065135	3693	3772	3126	3693	5814	4577
ENSG00000065150	11419	13339	9948	11197	17419	13950
ENSG00000065154	3971	4446	3784	4338	5841	4606
ENSG00000065183	2832	3197	3074	3711	5677	4822
ENSG00000065243	1696	2046	1791	2283	3658	2723
ENSG00000065268	7709	6709	6276	4822	2184	1943
ENSG00000065308	2134	2384	2444	2806	2236	1752
ENSG00000065320	757	640	1770	1645	327	257
ENSG00000065325	0	0	0	0	0	0
ENSG00000065328	2766	2810	533	568	3617	3030
ENSG00000065357	1120	1338	3934	4360	922	824
ENSG00000065361	1677	1886	1626	1583	1654	1331
ENSG00000065371	0	0	0	1	1	0
ENSG00000065413	37	54	35	53	60	75
ENSG00000065427	9671	9858	8028	8134	8763	7680
ENSG00000065457	563	653	613	652	812	646
ENSG00000065485	1458	1379	1444	1492	1161	943
ENSG00000065491	746	751	727	764	519	466
ENSG00000065518	3928	4262	3980	3615	2477	1968
ENSG00000065526	6476	7520	6084	6615	8999	6580
ENSG00000065534	146	129	105	97	132	109
ENSG00000065548	2932	3134	2555	2900	4264	3733
ENSG00000065559	1667	1852	2124	2390	2204	1734
ENSG00000065600	812	739	926	866	652	556
ENSG00000065609	1	0	0	0	0	0
ENSG00000065613	2560	2961	2437	2684	3704	2870
ENSG00000065615	526	635	547	649	984	794
ENSG00000065618	116	74	363	352	67	38
ENSG00000065621	2544	2522	2623	2867	2516	2012
ENSG00000065665	235	259	213	266	343	235
ENSG00000065675	49	47	37	42	62	39
ENSG00000065717	2089	1600	1445	1319	665	594
ENSG00000065802	1428	1501	1751	2014	1823	1361
ENSG00000065809	739	791	539	634	1381	1020
ENSG00000065833	2319	2607	2847	3514	3127	2597
ENSG00000065882	3449	3491	2776	2635	2232	1764
ENSG00000065883	1465	1461	1572	1617	1285	1094
ENSG00000065911	7191	7540	7632	8253	10138	8016
ENSG00000065923	265	309	387	397	510	388
ENSG00000065970	2223	2396	1979	2234	1989	1768
ENSG00000065978	74686	63230	72500	64107	38105	34577
ENSG00000065989	3459	3179	2387	2189	1795	1523
ENSG00000066027	2482	2340	1810	1959	1891	1480
ENSG00000066032	1	0	0	2	0	0
ENSG00000066044	6732	6719	5479	5767	5678	4758
ENSG00000066056	8	2	3	2	0	1
ENSG00000066084	2521	3287	3089	3626	3917	2787
ENSG00000066117	3601	3602	3421	3576	2893	2479
ENSG00000066135	1537	1716	2363	2444	1841	1564
ENSG00000066136	2564	2396	2797	2639	1793	1569
ENSG00000066185	5	6	10	13	8	7
ENSG00000066230	115	157	131	134	56	36
ENSG00000066248	377	343	313	279	166	161
ENSG00000066279	1716	2034	490	650	3741	2639
ENSG00000066294	0	0	0	0	0	0
ENSG00000066322	4012	3716	4732	4481	2229	1894
ENSG00000066336	0	1	3	3	0	0
ENSG00000066379	324	319	382	409	310	289
ENSG00000066382	0	0	0	0	0	0
ENSG00000066405	2	4	5	3	7	5
ENSG00000066422	938	1089	1083	1401	1700	1399
ENSG00000066427	390	372	783	770	549	466
ENSG00000066455	1129	1217	1312	1352	1273	1054
ENSG00000066468	684	800	692	815	686	574
ENSG00000066557	599	637	512	687	1052	857
ENSG00000066583	1917	2061	1456	1510	2367	1875
ENSG00000066629	282	281	215	187	374	314
ENSG00000066651	533	572	654	689	1027	899
ENSG00000066654	1588	1735	1595	1683	3042	2496
ENSG00000066697	1312	1225	1037	998	953	792
ENSG00000066735	2494	1999	1136	952	629	567
ENSG00000066739	169	220	272	378	353	208
ENSG00000066777	972	1220	1239	1633	1757	1477
ENSG00000066813	0	0	0	0	0	0
ENSG00000066827	373	377	371	387	277	211
ENSG00000066855	1309	1380	1188	1385	1592	1274
ENSG00000066923	30	47	82	84	45	29
ENSG00000066926	1654	1537	1630	1719	1519	1166
ENSG00000066933	519	614	580	810	1035	630
ENSG00000067048	0	0	1	14	7	0
ENSG00000067057	19959	19339	16477	15038	11776	10381
ENSG00000067064	1493	1574	711	844	2697	2170
ENSG00000067066	1148	1182	1527	1482	1289	994
ENSG00000067082	3254	3573	3389	3352	4169	3287
ENSG00000067113	284	297	374	348	154	130
ENSG00000067141	1527	1676	1458	1529	1943	1485
ENSG00000067167	4064	4725	4530	5386	5468	4459
ENSG00000067177	1110	1273	1246	1336	1252	1001
ENSG00000067182	4462	4122	5139	4955	2650	2266
ENSG00000067191	571	474	377	367	300	213
ENSG00000067208	347	423	472	583	905	657
ENSG00000067221	230	222	212	184	86	79
ENSG00000067225	106018	95328	103444	99607	56381	48768
ENSG00000067248	1788	2033	1475	1784	2648	2084
ENSG00000067334	2438	2380	1999	2101	4452	3966
ENSG00000067365	493	498	524	451	305	260
ENSG00000067369	2878	3341	2997	3140	3840	2871
ENSG00000067445	7	12	5	17	4	6
ENSG00000067533	1028	1134	1078	1225	2388	1747
ENSG00000067560	21032	22878	21688	24531	20453	16751
ENSG00000067596	2873	2944	2473	2548	2950	2500
ENSG00000067601	45	46	37	40	61	55
ENSG00000067606	1629	1436	2225	1958	653	565
ENSG00000067646	0	0	0	1	0	0
ENSG00000067704	5552	5994	4607	5265	7158	5867
ENSG00000067715	1427	1628	1991	2358	2064	1626
ENSG00000067798	416	501	404	577	567	426
ENSG00000067829	3386	3109	3616	3168	1635	1465
ENSG00000067836	958	930	955	800	316	290
ENSG00000067840	3	3	4	85	5	1
ENSG00000067842	1	2	0	4	2	0
ENSG00000067900	2716	2895	2510	2814	4676	3680
ENSG00000067955	2767	2926	2135	2388	4226	3336
ENSG00000067992	222	277	219	216	236	172
ENSG00000068001	2508	2229	2651	2330	950	874
ENSG00000068024	855	904	1154	1238	796	549
ENSG00000068028	1115	1106	722	623	841	695
ENSG00000068078	2438	2369	1648	1464	1076	941
ENSG00000068079	422	412	379	306	187	175
ENSG00000068097	1579	1738	1735	2013	1688	1396
ENSG00000068120	6615	6277	5775	5277	3104	2629
ENSG00000068137	4023	3232	2892	2439	1230	1004
ENSG00000068305	1225	1376	1441	1720	1578	1241
ENSG00000068308	3397	2865	3605	3527	1704	1402
ENSG00000068323	1386	1339	1568	1498	773	632
ENSG00000068354	714	729	946	913	362	271
ENSG00000068366	2006	2366	2024	2509	3895	2810
ENSG00000068383	696	749	631	485	508	428
ENSG00000068394	1042	956	978	874	811	738
ENSG00000068400	1270	1283	1724	1556	1287	985
ENSG00000068438	3449	3039	2957	2804	2011	1831
ENSG00000068489	3583	3571	1895	1938	4576	3674
ENSG00000068615	400	441	205	212	489	349
ENSG00000068650	3358	3688	3474	3645	3272	2525
ENSG00000068654	5148	5748	5868	6592	5467	4560
ENSG00000068697	2595	2753	2522	3230	2723	2324
ENSG00000068724	2137	1859	1797	1557	989	764
ENSG00000068745	2555	2589	4248	4018	2378	2018
ENSG00000068781	0	0	0	0	0	0
ENSG00000068784	725	806	563	663	1290	1147
ENSG00000068793	9624	9911	10618	10496	7452	6486
ENSG00000068796	1182	1483	1083	1321	1658	1356
ENSG00000068831	335	295	228	210	142	88
ENSG00000068878	2004	2485	2212	2858	3466	2408
ENSG00000068885	202	234	191	239	476	374
ENSG00000068903	988	891	1201	1146	484	366
ENSG00000068912	984	970	1136	1219	1466	1180
ENSG00000068971	826	764	1040	945	335	257
ENSG00000068976	57	46	38	25	45	28
ENSG00000068985	0	0	0	0	0	0
ENSG00000069011	3199	2433	1778	1477	579	588
ENSG00000069018	0	2	2	0	2	0
ENSG00000069020	60	61	156	156	74	48
ENSG00000069122	0	0	1	3	2	0
ENSG00000069188	0	3	6	11	1	1
ENSG00000069206	0	0	0	0	0	0
ENSG00000069248	2294	2528	1876	2097	3210	2442
ENSG00000069275	7140	7784	6112	6697	12655	10006
ENSG00000069329	4793	5302	3909	4729	5914	4891
ENSG00000069345	2300	2475	2382	2546	3631	3111
ENSG00000069399	1580	1287	1223	1086	416	358
ENSG00000069424	830	769	882	773	459	387
ENSG00000069431	0	0	0	1	0	0
ENSG00000069482	4782	3939	2939	2659	1554	1395
ENSG00000069493	5	9	5	7	31	7
ENSG00000069509	414	390	432	392	637	511
ENSG00000069535	1273	1381	1327	1494	1262	986
ENSG00000069667	0	4	1	6	14	6
ENSG00000069696	34	28	24	22	24	12
ENSG00000069702	372	441	456	496	379	312
ENSG00000069712	90	85	102	126	109	99
ENSG00000069764	2	7	9	7	5	3
ENSG00000069812	596	544	2303	2069	344	235
ENSG00000069849	4879	5173	3534	3879	5309	4488
ENSG00000069869	576	709	401	431	973	746
ENSG00000069943	193	195	195	220	273	200
ENSG00000069956	2983	3329	3270	3931	5270	4553
ENSG00000069966	875	854	621	575	703	557
ENSG00000069974	223	251	133	165	422	343
ENSG00000069998	4110	3689	3232	2799	2143	1766
ENSG00000070010	3667	3853	3394	3331	2610	2255
ENSG00000070018	959	1164	1151	1413	2009	1389
ENSG00000070019	0	0	0	0	0	0
ENSG00000070031	1	2	1	0	5	0
ENSG00000070047	6859	5691	5051	4612	3760	3260
ENSG00000070061	2314	2652	2379	2890	3066	2501
ENSG00000070081	788	675	699	756	1343	1081
ENSG00000070087	4355	4512	3900	4504	5732	4706
ENSG00000070159	1737	2007	2182	2238	1876	1566
ENSG00000070182	528	541	403	398	375	271
ENSG00000070190	3	6	9	10	7	6
ENSG00000070193	0	0	0	0	0	0
ENSG00000070214	1880	2160	1606	1830	3329	2529
